STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,hhcomp,Household composition,rskpovth,Risk of poverty threshold,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,14.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,,14.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,14.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,14.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,14.9,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,15.0,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2012,,14.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2013,,14.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2014,,14.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2015,,14.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2016,,14.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2017,,14.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2018,,14.9,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2019,,15.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2012,,14.8,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,15.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2014,,15.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,15.0,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,14.7,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,14.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,15.0,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,15.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,13.7,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,12.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2012,,14.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2013,,14.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2014,,14.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2015,,14.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2016,,14.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2017,,14.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2018,,14.9,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2019,,15.0,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2012,,8.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2013,,8.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2014,,8.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2015,,8.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2016,,7.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2017,,7.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2018,,8.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2019,,9.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2020,,9.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2023,,9.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2012,,11.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2013,,11.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2014,,11.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2015,,12.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2016,,14.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2017,,13.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2018,,14.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2019,,14.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2020,,18.6,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2023,,16.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2012,,7.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2013,,6.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2014,,5.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,6.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2016,,7.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2017,,6.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2018,,6.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2019,,5.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2020,,5.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2023,,4.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2012,,11.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2013,,14.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2014,,15.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,14.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2016,,12.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2017,,12.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2018,,9.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2019,,12.5,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2020,,11.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2023,,14.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2012,,4.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2013,,4.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2014,,4.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,4.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2016,,4.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2017,,5.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2018,,6.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2019,,6.6,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2020,,7.6,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2023,,7.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2012,,8.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2013,,9.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2014,,9.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,9.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2016,,7.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2017,,7.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2018,,7.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2019,,9.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2020,,10.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2012,,17.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2013,,17.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2014,,18.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2015,,17.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2016,,15.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2017,,11.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2018,,11.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2019,,12.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2020,,15.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2023,,9.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2012,,14.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2013,,15.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2014,,14.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,15.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2016,,15.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2017,,15.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2018,,17.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2019,,17.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2020,,17.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2023,,10.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2012,,14.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2013,,12.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2014,,15.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,17.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2016,,16.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2017,,18.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2018,,15.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2019,,15.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2020,,14.6,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2023,,9.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2012,,22.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2013,,18.5,,,,,
