STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,duration,Duration,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,LV,Latvia,2025,,83.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ME,Montenegro,2014,,54.8,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ME,Montenegro,2015,,61.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ME,Montenegro,2016,,58.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ME,Montenegro,2017,,61.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ME,Montenegro,2018,,61.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ME,Montenegro,2019,,65.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ME,Montenegro,2020,,54.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2014,,42.6,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2015,,48.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2016,,46.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2017,,50.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2018,,49.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2019,,57.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2020,,54.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2021,,58.3,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2022,,58.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2023,,62.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2024,,62.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MK,North Macedonia,2025,,58.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2014,,93.6,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2015,,95.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2016,,96.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2017,,93.8,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2018,,94.8,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2019,,93.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2020,,91.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2021,,87.6,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2022,,89.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2023,,95.8,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2024,,88.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,MT,Malta,2025,,91.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2014,,86.2,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2015,,88.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2016,,90.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2017,,90.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2018,,92.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2019,,91.9,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2020,,89.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2021,,93.4,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2022,,92.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2023,,93.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2024,,91.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NL,Netherlands,2025,,90.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2014,,86.1,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2015,,90.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2016,,90.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2017,,89.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2018,,90.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2019,,90.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2020,,89.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2021,,90.2,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2022,,89.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2023,,87.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2024,,90.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,NO,Norway,2025,,88.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2014,,75.6,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2015,,77.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2016,,80.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2017,,82.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2018,,83.1,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2019,,84.5,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2020,,83.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2021,,77.9,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2022,,84.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2023,,85.8,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2024,,84.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PL,Poland,2025,,84.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2014,,69.5,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2015,,72.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2016,,74.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2017,,80.8,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2018,,81.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2019,,80.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2020,,76.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2021,,75.8,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2022,,82.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2023,,82.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2024,,79.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,PT,Portugal,2025,,82.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2014,,66.2,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2015,,68.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2016,,69.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2017,,76.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2018,,77.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2019,,76.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2020,,76.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2021,,70.1,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2022,,69.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2023,,74.8,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2024,,75.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RO,Romania,2025,,72.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RS,Serbia,2014,,49.8,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,RS,Serbia,2015,,50.6,,,,,
