STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_em,Employment indicator,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2018,,72.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2019,,72.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2020,,72.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2021,,74.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2022,,74.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2023,,74.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2024,,74.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2025,,73.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2009,,66.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2010,,63.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2011,,66.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2012,,67.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2013,,69.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2014,,70.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2015,,72.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2016,,73.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2017,,74.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2018,,76.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2019,,77.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2020,,76.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2021,,75.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2022,,77.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2023,,77.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2024,,77.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2025,,78.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2009,,59.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2010,,60.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2011,,61.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2012,,63.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2013,,66.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2014,,67.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2015,,69.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2016,,71.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2017,,73.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2018,,74.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2019,,75.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2020,,76.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2021,,77.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2022,,80.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2023,,81.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2024,,82.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2025,,83.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2009,,77.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2010,,77.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2011,,77.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2012,,77.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2013,,76.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2014,,76.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2015,,77.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2016,,77.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2017,,78.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2018,,80.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2019,,81.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2020,,80.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2021,,81.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2022,,82.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2023,,83.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2024,,83.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2025,,83.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2009,,62.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2010,,62.2,,b,break in time series,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2011,,62.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2012,,62.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2013,,63.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2014,,64.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2015,,66.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2016,,68.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2017,,70.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2018,,71.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2019,,72.6,,b,break in time series,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2020,,72.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2021,,75.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2022,,76.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2023,,77.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2024,,78.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2025,,78.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2009,,67.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2010,,66.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2011,,66.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2012,,64.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2013,,63.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2014,,66.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2015,,67.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2016,,69.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2017,,72.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2018,,74.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2019,,75.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2020,,73.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2021,,75.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2022,,77.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2023,,78.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2024,,78.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2025,,79.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2009,,53.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2010,,56.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2011,,56.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2012,,56.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2013,,56.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2014,,58.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2015,,59.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2016,,60.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2017,,62.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2018,,63.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2019,,65.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2020,,65.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2021,,67.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2022,,68.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2023,,68.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2024,,69.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2025,,69.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2005,,77.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2006,,78.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2007,,79.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2008,,80.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2009,,77.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2010,,77.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2011,,79.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2012,,79.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2013,,79.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2014,,79.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2015,,80.1,,,,,
