STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2022,,16.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2023,,15.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2024,,15.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2025,,16.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2005,,22.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2006,,20.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2007,,19.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2008,,19.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2009,,19.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2010,,18.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2011,,17.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2012,,17.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2013,,16.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2014,,15.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2015,,14.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2016,,13.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2017,,14.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2018,,14.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2019,,13.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2020,,14.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2021,,12.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2022,,11.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2023,,10.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2024,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IT,Italy,2025,,8.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2005,,8.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2006,,8.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2007,,7.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2008,,7.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2009,,8.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2010,,7.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2011,,7.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2012,,6.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2013,,6.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2014,,5.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2015,,5.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2016,,4.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2017,,5.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2018,,4.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2019,,4.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2020,,5.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2021,,5.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2022,,4.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2023,,6.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2024,,8.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LT,Lithuania,2025,,5.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2005,,13.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2006,,14.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2007,,12.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2008,,13.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2009,,7.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2010,,7.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2011,,6.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2012,,8.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2013,,6.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2014,,6.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2015,,9.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2016,,5.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2017,,7.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2018,,6.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2019,,7.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2020,,8.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2021,,9.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2022,,8.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2023,,6.8,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2024,,7.8,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LU,Luxembourg,2025,,,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2005,,15.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2006,,15.6,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2007,,15.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2008,,15.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2009,,14.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2010,,12.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2011,,11.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2012,,10.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2013,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2014,,8.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2015,,9.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2016,,10.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2017,,8.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2018,,8.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2019,,8.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2020,,7.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2021,,7.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2022,,6.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2023,,7.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2024,,7.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,LV,Latvia,2025,,8.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2011,,7.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2012,,6.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2013,,5.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2014,,5.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2015,,5.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2016,,5.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2017,,5.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2018,,4.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2019,,5.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ME,Montenegro,2020,,3.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2006,,22.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2007,,19.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2008,,19.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2009,,16.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2010,,15.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2011,,13.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2012,,11.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2013,,11.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2014,,12.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2015,,11.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2016,,9.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2017,,8.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2018,,7.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2019,,7.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2020,,5.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2021,,6.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2022,,6.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2023,,8.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2024,,8.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MK,North Macedonia,2025,,9.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2005,,33.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2006,,32.2,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2007,,30.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2008,,27.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2009,,25.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2010,,21.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2011,,18.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2012,,18.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2013,,17.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2014,,17.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2015,,16.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2016,,15.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2017,,14.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2018,,14.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2019,,14.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2020,,13.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2021,,10.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,MT,Malta,2022,,10.3,,,,,
